product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
7c55ea4aea1acf1ce11440010f5aa298,utilidades_domesticas,60,1800,7,9900,60,50,20
321cea6c65a44a9abde31f677f976c63,cama_mesa_banho,33,247,1,1450,38,18,29
494e28e86f2b12df2d95e9d55266ef4a,telefonia,53,496,2,90,19,3,11
caf864611f0c6a9c238876119d725182,brinquedos,13,574,1,1575,37,14,27
16e1eefb15c1601a11fefb18fd3d6036,cama_mesa_banho,60,530,8,1225,43,38,37
521682cf03ee68298c76c63ebd8a2f0f,instrumentos_musicais,42,2115,2,125,16,3,12
008686d56f4c85b987a4c24a286834c1,cama_mesa_banho,44,216,1,2200,37,10,32
09b72772aef83d207e149857fc22dbd3,papelaria,53,288,1,1500,40,50,20
592cc6634d2c783d297effc0b828bc37,eletronicos,57,1198,2,250,20,20,20
057df564fda79ad8fa5e1928dfbe3e8c,cool_stuff,47,867,1,300,25,10,20
7dffa5a576c3022da3db58e3b829f886,relogios_presentes,54,395,2,550,25,13,25
1a986b4015f20a3c26d8573a46dcf65e,cool_stuff,46,269,1,300,34,5,27
6bb340ddddf26fad46161b199d171cdd,telefonia,51,2113,1,529,23,15,21
d4cd62aeff97bcd3154deb9488f0cc5c,beleza_saude,15,726,1,450,16,2,11
6aa9740a46ea4e7de763a1ab64e2a8d4,papelaria,59,91,2,500,20,30,20
72d4a1fccf33a998eb237a97be04c032,moveis_decoracao,63,360,3,2200,32,12,30
256c61261c818dab727fa2a60d8964ca,moveis_escritorio,53,1092,1,8638,51,62,26
a25583531530c0913ea4dee2c5c73685,perfumaria,30,138,1,150,20,7,20
b71bc7e6eb8878eb552d6a009097238d,automotivo,37,305,3,1150,30,20,30
9c522bd0c17e3f233d657b8faec798b6,automotivo,60,865,6,2050,30,25,30
dddeb2ee7ac86f0b08c51249f8f329ec,moveis_decoracao,54,198,5,1350,30,25,25
01849445c151d94a1f0cfff03c9ed154,cama_mesa_banho,60,146,2,1200,41,6,34
062907032db5e0c065bab136233a9544,cama_mesa_banho,52,544,1,606,30,9,28
70adb75b3b2e86cffbb697c90867c3f3,moveis_decoracao,31,437,2,100,65,11,11
ff7b4560eaf93a8848cd5fde641f39c6,relogios_presentes,60,697,2,250,16,11,12
db9f62e6fb453028d58b26fa46c56d31,bebes,35,408,1,100,20,6,15
879b84c7cf2433c4fa8f416a780109a8,brinquedos,47,909,3,200,25,25,20
34502b3a0c6af7c9b8bce8a8af0aa048,cama_mesa_banho,54,265,1,1500,38,13,31
bc137217dc0cb0559a1f46e0500f50b6,bebes,38,596,2,300,30,8,12
81a7ce9e5b3c92b523c22a4d3d3e05f4,utilidades_domesticas,60,213,1,450,16,30,11
85c39c98aac0283cda6c5e6721749c8b,papelaria,43,482,2,550,20,20,20
89fe9f3c22efcfa4bd05c0cf71c70a18,pet_shop,53,482,2,200,18,9,14
72d3bf1d3a790f8874096fcf860e3eff,brinquedos,57,341,2,583,20,21,20
34cccfd20accc19f71b0eecf4106331b,esporte_lazer,34,839,1,117,16,11,12
43a888fc6acdffc23011578f63d5f045,moveis_decoracao,63,308,2,1200,30,30,30
6ef1b4541a8b88076d3833f127617025,relogios_presentes,39,361,2,400,21,14,14
7374fc6499912f1f91f7cc2bbddb0869,instrumentos_musicais,54,1012,2,1925,21,18,15
48cf041a87beac458328d395d035515a,telefonia,58,428,2,150,19,4,11
4ed86bcb86407328452ac1c5b3b89d67,bebes,59,255,2,500,35,8,30
c9dbe2eec19a8093cb5ac57486531c18,cama_mesa_banho,55,124,1,1375,30,6,22
4b6b3a7072d549354c3743dedbf4170a,relogios_presentes,60,160,3,350,20,2,16
f06eacf8d7279dfb3018a75f7ce08840,automotivo,52,561,2,900,56,12,16
8a83947ee16d41d5e83dd90b7d28caee,esporte_lazer,57,376,5,700,60,8,17
6c8b2975a4a05d1f36948b20753b29ca,ferramentas_jardim,47,895,9,1500,45,10,35
b88dd8936e5b854a19d8601fe9699cab,moveis_decoracao,37,515,1,800,16,23,16
0a8611ab07b16ada9f45900722ed0e5d,cama_mesa_banho,60,617,2,683,57,4,28
0bde5c9ff4a756aed7fe09a8a3bb0dfd,pet_shop,29,363,1,12450,69,36,30
d654b576d9c9844bd7f6468421a38f48,automotivo,52,840,8,2600,40,40,20
81ec0756335856bf7e5bd40073652c44,esporte_lazer,60,326,5,600,40,20,20
e256d05115f9eb3766f3ab752132a4e2,informatica_acessorios,42,399,1,740,26,15,19
ff185e3474ddf11f1c87316de80f24b7,fashion_bolsas_e_acessorios,54,549,2,200,17,3,16
006508eabcc19ae52ed87323124ad0e9,construcao_ferramentas_seguranca,50,984,2,246,22,15,19
8d4ad4de724b1ef73a5678900ac69644,informatica_acessorios,46,1418,4,459,26,18,16
612f9101c59a6a365b661f2546fdceda,pet_shop,46,845,1,500,25,20,20
b917d488bd4ad4225f8d046a32e2d122,pet_shop,63,687,2,200,20,10,20
aece157b74fa793277ecc4e94bedf9a0,papelaria,59,226,5,8150,40,60,35
a3ade87bbaa7f21569a935c8e3ab5b71,moveis_decoracao,58,185,1,900,35,3,26
592622a6e083df9d90d48ee459f6ed80,beleza_saude,34,1339,1,175,19,18,18
8ae2a62356fe10b4261e16268508ddb5,malas_acessorios,47,397,1,4100,40,35,30
366980848ec5025f19199579ff57bd6d,construcao_ferramentas_construcao,54,657,1,3800,27,7,27
4ae289635418a8110ea2d5fb86472c63,utilidades_domesticas,50,448,4,1950,35,29,12
3f1a72ca5261f897ba5ec6370f37151b,relogios_presentes,48,709,6,547,21,12,16
7104eafd29c0b00fe99250034af0d978,consoles_games,48,2532,3,998,27,13,24
07ffc018eaf23e086370dea42c74077b,construcao_ferramentas_jardim,55,2039,5,185,21,7,14
ffd2365fb8224dc66883df9351d65deb,relogios_presentes,60,630,2,333,16,12,13
ec3a3abf1c577856f4dafa59c126dccd,moveis_decoracao,51,1941,4,2400,105,3,70
766be6c33b2024c3e45a2a9bb706f718,esporte_lazer,46,633,2,900,28,25,25
cbbc2be2dd13b09f354a19a987e05924,moveis_escritorio,60,1252,1,7850,52,51,17
7d603b9650fad957621945c193cc2df3,utilidades_domesticas,45,1232,2,917,29,16,16
fa052b8f8028fd0a75b6b2671b1e1cfb,moveis_decoracao,56,1180,3,400,50,3,25
849bbcb8cdb844f1cb82330de929a1e5,malas_acessorios,48,595,2,1400,45,16,33
6716bacdbe7f9fe15a010be19fc29cce,moveis_decoracao,59,1953,1,850,69,11,11
0fdfe56a4dfd7aab5a321fe89f7fc63d,cama_mesa_banho,54,190,1,1350,35,15,25
eeeb2241b2cde4b94bc73dbc8e5c7586,esporte_lazer,45,1322,2,500,26,16,21
0bd5c2b2dd207f23739a694f006d63e6,moveis_decoracao,28,1209,2,2000,80,20,20
c91906227d5fd5c07a47510e1651e46c,bebes,44,487,1,13250,62,47,32
9f51209599d82cd4c08f2d1c9442f507,esporte_lazer,58,380,1,475,20,6,12
08922ac36480e00c6972216735d44693,relogios_presentes,55,184,6,300,16,2,11
33fd25c03ded294654c7d7ed6677c475,utilidades_domesticas,41,874,1,4213,35,17,22
eb973cc4544c2ff1016bcaf981ca1f18,utilidades_domesticas,56,1033,5,600,24,6,16
80ba61cb89c5cc6f704b91b30fae834c,brinquedos,45,231,6,400,20,20,20
917afb4390e71cdc8adba6dfdb9523d4,automotivo,55,651,5,6300,78,4,47
b92a7304ebad1ca5b393b53b2de5c70a,moveis_escritorio,55,1292,1,9725,53,52,17
4a69179fab5ff745a1fc23748d65551e,beleza_saude,51,1294,2,1025,21,10,16
bb56f93a193b61dbb3ccc35c2cdd317d,moveis_decoracao,60,903,1,700,22,22,11
4611bb7e0ac415d6ae411925356bc93a,telefonia,55,518,1,150,18,4,11
58b9219b342b712be58665cdeff68b30,beleza_saude,35,772,1,200,16,12,11
f3ce47ccf98da2906f6b8b1387618e07,utilidades_domesticas,59,987,1,10250,35,50,35
210a8305d79b2f5719cbafb2c026797f,esporte_lazer,60,521,1,650,24,10,20
e2ea268601d73de5126e2616e00be1cc,automotivo,58,92,2,100,16,8,16
e9e8ec421793c31261cde20786e9ff16,malas_acessorios,27,512,6,5000,50,45,25
01217a683550744160a91eaa46a92305,perfumaria,58,468,4,1300,25,20,16
232ae93f6ac6e6a57c1b34b312eb3826,automotivo,59,1066,4,100,24,2,17
946344697156947d846d27fe0d503033,cama_mesa_banho,55,619,1,500,17,17,16
7d49a5410d8c53d37ad9167e32e65e1c,utilidades_domesticas,60,240,1,2350,40,10,35
bf065a81717b583b62536e13b5e2576d,brinquedos,63,1292,3,1700,46,32,16
394022f6655a84ccaf2e13389a8ec779,bebes,60,1299,1,10745,47,58,43
5abf8ac7fdb8291904445c4bd64ac917,malas_acessorios,55,596,2,4200,55,25,37
19ac4a7de40be5bd72347162024983f2,UNKNOWN,0,0,0,200,20,2,16
30cd699c7958f8352c9f479572eb66ad,informatica_acessorios,55,1183,1,100,16,16,11
752cc72634eb0d850747733e9bd4b0b6,informatica_acessorios,60,645,1,1125,27,17,12
079189201e6c6f0b0f70d118fff53fd5,beleza_saude,36,1331,2,450,20,6,13
74edd82bf577cf5da467e2ba67c8305f,papelaria,59,695,3,250,16,6,11
4e9e7d1bed5934971a6ac480a0f5069f,pet_shop,35,503,2,1500,40,45,30
9dd7fca4adb5b63da29c93f3d47a66c2,audio,55,1443,1,400,20,8,16
3df02779fb868fabf6f42649c50b6046,malas_acessorios,44,215,1,700,46,10,36
cf951c39ef0ca44ee11278e4ece167d1,UNKNOWN,0,0,0,1200,64,11,15
efaadc79a826a716708034fba428f44e,brinquedos,59,263,3,2975,49,38,33
566a4f2c4385f36d15c00dfcaae132d1,eletronicos,43,391,1,150,25,7,16
3303c5bebf8d9dd9394a38501c4033f6,moveis_decoracao,62,222,9,1100,31,11,26
041b5d4393ea83147e2a07e55cd5359c,cama_mesa_banho,40,537,2,3080,23,37,19
0645a55c7e265509606125e11b6fa2f0,moveis_decoracao,58,554,2,483,47,6,34
64a729b37766f9411a1f786ff060cc85,informatica_acessorios,60,2692,2,6550,50,40,19
e952feb7c657aae141c56f208088d511,UNKNOWN,0,0,0,600,16,30,11
ac9582d10bd0aa9ee0e32da77c4495b6,fashion_bolsas_e_acessorios,31,177,3,200,24,9,16
c8739aab0307635a23981f93dff12a9c,papelaria,50,225,1,1000,35,48,18
20332c1e41e427864b3561a657caaf0d,relogios_presentes,59,916,1,700,16,12,12
da21de83c22b0b56be14738b1bd6348f,cama_mesa_banho,59,596,1,450,27,6,22
651fe753ea1d6ad3d5744c1bffd3d6e1,beleza_saude,56,609,1,50,16,16,11
0728762c24ff18a068967202e803eb07,bebidas,51,2853,1,1300,24,24,24
9ae571ce02784cd1dd2e3923fa636058,esporte_lazer,55,1350,1,18200,22,10,19
eee9f2330ff9789be1480d98f060a7ae,consoles_games,30,288,1,200,25,20,15
29781581fb82fe2389560a3a5331d0ee,utilidades_domesticas,20,90,1,150,25,24,25
ef7465961a25c8e59ef03770142bbb12,informatica_acessorios,31,589,2,240,18,10,14
e4a559e4d11658f9979148efee14c535,bebes,29,635,2,200,20,10,15
a1b6b22c8c1e02e979fa25529704fec4,brinquedos,28,635,10,200,16,6,11
f5889057b0c061390ce20f4b7b842ac0,cama_mesa_banho,59,392,1,1100,25,20,20
4673b61bd1649eb349682ceb2449e34b,cama_mesa_banho,43,100,1,200,23,3,16
9c7863b2663286413b046eada6f29ee3,esporte_lazer,56,503,4,850,17,10,15
3f884cbd108b288036c2e707bac1a5cb,esporte_lazer,56,150,1,1300,60,11,23
347218313fef22ddc3bde07fd578b804,moveis_decoracao,56,302,1,650,25,40,25
ad19bca6e0f1919433d7e21d534ddb50,livros_interesse_geral,42,1109,1,900,18,25,16
562cdf9387a027681e0a59b4202e9a40,cama_mesa_banho,51,311,1,550,35,8,30
15d30ec01983f8e4e69ff7ee703e5815,papelaria,41,100,1,1275,39,21,27
4b2653088591de362e6ba85b4a474c75,cama_mesa_banho,49,603,2,18800,50,30,40
b92ac6d6776fda2be95ee60ab90611ab,moveis_decoracao,56,184,1,8550,40,32,40
1c5bd6a742367ec4d654a0859523e880,bebes,45,821,4,4550,40,10,40
584d2350fb1072911718eaa31989d474,livros_interesse_geral,28,363,1,200,27,9,18
417e213344336988e562ccc3975987f4,beleza_saude,59,770,1,1501,28,24,21
a24e985fc6dbd5f0e50b2a013fd72ed4,automotivo,42,180,1,400,16,2,11
0e669e3efedd9f3ab75fcbe334e1177e,brinquedos,33,628,1,1310,60,12,24
8c2ace0ccc2dc2fef3d1b481eebb592a,moveis_decoracao,59,1492,3,2525,88,4,87
1f3c4e3bcb3d2d1c4da4692dbf20de5a,perfumaria,58,686,1,277,17,13,12
6617dc0e4b4e8c383c5b34faaa2da4ca,livros_interesse_geral,36,1121,1,650,22,5,17
cca1dad310ba4e619250bc2dffa5dc75,fashion_bolsas_e_acessorios,35,545,5,200,16,11,11
abe171a94bee936786955f928bd764ab,cama_mesa_banho,54,553,1,1300,35,9,25
eefb750a45a4ba505ffd4813ecaf2b18,moveis_sala,57,1054,2,2000,26,10,19
db38d1338de679229f55fcf762f63d7c,automotivo,41,1146,1,2775,60,21,25
c395a11dd90b985496c100861b7c4710,cama_mesa_banho,42,188,3,150,20,6,16
298532d06986d6132e5222b9362ad942,moveis_decoracao,57,1749,3,2250,105,3,70
686f5682d2be7689714c5fae465de396,ferramentas_jardim,40,275,1,150,20,2,16
b1710c76a2b88d24f13cf3afbb18d700,telefonia,60,818,6,250,17,4,12
d4548e7ab697993ec51d864766a8ea4f,relogios_presentes,43,632,2,532,19,13,15
1d38e85c3c89665e3c1d5cc5e6a829d6,brinquedos,46,604,2,1133,33,23,21
86084efc9098bd3f03a8adff0196293c,cama_mesa_banho,58,2063,2,1150,43,8,33
8f0877b2fd784f6948e606be7f04744c,utilidades_domesticas,59,414,1,700,30,30,30
4cfd7d1aae59a0b4f117e39ccbb0deec,cama_mesa_banho,58,663,1,900,36,4,29
cf857bce01d442bb8631a548a4432def,bebes,56,1123,4,1533,39,13,32
12bc40cc267092a471dfd683058c8142,moveis_decoracao,56,1988,3,2550,65,8,45
7783fe1498ca5fafb9bb45c8a1d117e4,eletrodomesticos,52,236,1,100,27,13,17
9e658d39c905e71cc35ec057b88b185b,esporte_lazer,27,716,6,675,41,21,21
40bc967f033c88458d226825e3293ed9,fashion_bolsas_e_acessorios,48,731,1,300,16,2,11
bd0ac51dc93e62c4dbe6ca9d70a9b311,automotivo,57,974,2,300,16,11,11
9298a9128d39e1ff0dc62e143e8bd328,cama_mesa_banho,57,150,2,1300,47,21,41
6217dab6fce05a4924116e90d7f301c1,informatica_acessorios,54,309,1,1000,36,22,25
2fc854e3ed45da2c8e6031bf79521203,cama_mesa_banho,58,278,2,900,50,10,40
4632bc49b300378ed4f1d48f424d414e,automotivo,33,513,2,795,30,15,26
b31b3d9e4c6ad3265d8f77f243e3f0d9,casa_conforto,43,284,1,200,16,16,16
0e71c6a889baea05c4c9ce1b0d58114d,moveis_decoracao,48,278,3,900,30,20,30
4228948b18fa440eee77ce59e7051853,telefonia,55,712,2,200,20,20,20
fb7b0b000e62f37b2d53546b843201b8,cama_mesa_banho,54,1050,1,2800,45,19,33
1358be13996236fe81c97f6bc997fbb3,eletronicos,34,441,1,200,38,24,17
95d9994fadaf3720792cb0f1db17f782,artigos_de_natal,60,298,9,1000,35,30,35
93d8b11d613a563f5a26212282bb145e,moveis_decoracao,60,1629,1,400,16,2,11
a082e9e8862e9af2f5a67c2dd1594010,esporte_lazer,54,1411,1,9200,48,26,29
bfe971134cd80983396db76ee3c9d79d,esporte_lazer,42,1249,1,4600,20,26,20
771fdcb0db87731f794a0e723e93b732,fashion_roupa_feminina,63,437,4,300,36,6,27
215d6de5878361301ea712b9d36dee94,brinquedos,59,410,1,1164,28,22,17
15dde66eab29d86c576343ead646ccd2,cool_stuff,37,360,1,831,39,27,36
eb4ce1251cfec891df49b09dda5095b0,alimentos,37,499,1,600,22,10,16
25f81026d0b5452fcb9dcf95a155c093,cool_stuff,32,304,3,450,35,5,25
a8c6a80cff824c02863660b09d8a5502,perfumaria,37,641,1,200,16,3,12
7fbf3cba00dcf6da3f7c0fe6a162b4c1,beleza_saude,51,556,2,250,20,10,15
ec019a7e1feb42072e2a07b6317c7edb,brinquedos,48,135,1,10550,65,7,45
0b4b59f6bcaf697444a8b7b14f630b15,cama_mesa_banho,54,714,2,12150,45,40,32
723e9600f7fff7de1d8544ecdfb97104,esporte_lazer,58,220,4,400,30,6,20
ae04d3b0fa8cd38fa974ec0c4c03c5ce,eletronicos,49,429,3,5525,20,18,15
bc68b4f9aacf4761a51fe96ac9cb6d62,telefonia,20,296,3,200,19,3,11
ca9c04665b3deab07935392e7432cdbe,moveis_decoracao,45,1923,2,600,68,8,13
a25fb4516757403b129bcfe366dddb9b,cama_mesa_banho,60,335,3,6050,60,10,60
e8f487b9cb03fdb7daf2505822570853,cama_mesa_banho,52,1413,1,875,27,22,20
ba9265216c522801fe15027496aade98,automotivo,60,651,5,4600,72,4,44
92857a2b590adeae8d5992511dc197e9,alimentos,44,1373,1,1358,27,21,20
9e927cd87b7c76f32f8f42ef2ede7923,esporte_lazer,42,194,1,600,18,3,15
93fd807bea9d7cf539c1f5e0ef7ab1b5,moveis_decoracao,60,258,2,1000,36,37,25
39d4f8671e6c7b08d7d0036f4f46390f,pet_shop,55,727,1,6600,45,35,25
c876dad8e599989a907ee3b09c68966d,ferramentas_jardim,49,515,1,975,28,7,18
2ac41de9b0580f84618e017249626a72,moveis_decoracao,37,320,1,2700,47,10,35
af3397b442ec6b95e314ee7a286905fb,informatica_acessorios,49,235,2,200,60,16,11
0bbdc963004d9b2fd3427ee3c5ae3608,esporte_lazer,31,1479,3,150,23,7,12
e1d6e56531bd9c3dfad4f905f81072c7,cama_mesa_banho,58,192,1,1400,46,2,36
8339aa8a9674a681e4b0fcdb98f586ad,sinalizacao_e_seguranca,53,927,9,1050,16,20,16
b61a33788606a4ce2fda0452722283d1,fashion_bolsas_e_acessorios,60,1675,7,150,18,5,17
f486b2e5c945f3261655ae0bcbf92855,esporte_lazer,43,767,1,200,21,21,21
d97cfa719a6198d4a66453e0c6ed596c,fashion_bolsas_e_acessorios,57,66,1,250,20,2,16
9e8a8f0d5433b6dd46b98108d9ea27f0,relogios_presentes,49,696,1,375,18,12,13
9f5d4ccdd7f86c5c3fdcbd899867a5e9,esporte_lazer,43,417,1,300,30,16,16
6a7ee229607aa7511363812c90560144,eletrodomesticos,60,330,1,225,24,13,15
8085332eae15bbb5b7daa5b11fad25dc,fashion_bolsas_e_acessorios,39,245,4,100,16,5,14
83309bfd8eef19fbfaa8e790b824b572,casa_conforto,59,349,1,1600,45,15,35
49e9c574147c521a9bd39ab709a103f3,perfumaria,32,609,1,200,17,6,12
9394a725ee7e3f1da0d6b22b046cc8d4,brinquedos,41,807,1,1860,45,20,43
249360ba4e41990fed4dd4398fd1893a,bebes,53,1286,4,200,16,6,11
39d5577b413907bf3a1d2f9ab9510863,cama_mesa_banho,54,229,1,1500,40,5,30
78680f078476e5a28ec2c145ee75347a,cool_stuff,54,822,1,1100,30,12,16
5e211f15646acded537a9d1646f6a268,automotivo,59,759,2,2250,16,15,16
af3c32ffb86784d96ad53372364b9d3d,telefonia,47,174,2,150,20,5,12
7e31015e42f00d4170f63e2c37d55818,casa_conforto,60,216,3,2400,30,20,30
efafd20c0dfb7a4c591ec374a6befdcd,cama_mesa_banho,26,134,2,950,40,4,30
e799a2b8707a6a256fa3c040b75d2713,moveis_decoracao,60,2260,4,3000,69,11,11
ba2fafdf0c3e7418202575a48d00bd15,cama_mesa_banho,54,172,1,1000,35,15,25
29d6d16a90eb88618b243dc8cf30822a,malas_acessorios,50,389,3,11200,39,56,30
bbff7e0ea95dd990ce461d8104ee9173,eletrodomesticos_2,57,1933,4,15300,75,22,44
8be128ce3f51211048f4b891e9303381,UNKNOWN,0,0,0,3300,40,20,28
a4a65e9db92056dc3db50f09b945c270,moveis_decoracao,55,900,2,450,80,20,20
933f4f76eae38d2a97ecfb7c6355f0bc,beleza_saude,58,998,3,633,32,17,16
823193e4168a61989f856c9bea47060d,moveis_decoracao,58,568,1,21000,58,40,50
c028e45b1d245ae576fcf069f68265ed,pet_shop,49,683,1,11100,52,52,36
ef5d149e671d0d67a962eceb26d972c8,UNKNOWN,0,0,0,200,20,2,16
e648fe1e87009dc727a743101c2fc3fa,beleza_saude,59,2013,3,75,21,6,12
d3d5a1d52abe9a7d234908d873fc377b,malas_acessorios,24,520,3,4900,38,55,22
72ff94ec344eb61096393776f2f1ab8c,construcao_ferramentas_iluminacao,60,648,4,1500,30,20,20
a13b7a4ff25bbeb55fd4ecfb4abaa0b0,moveis_decoracao,38,449,4,5450,38,19,33
67d2c4ee8fd08752a32aae5f878740aa,telefonia,45,361,1,100,19,4,11
9fff2c7eb7b525394603ee6bbecc9e4b,bebidas,60,603,1,1900,21,34,21
675f7d81de5e3dce0491b9b0ce921748,utilidades_domesticas,55,475,3,1535,14,15,10
b36f3c918c91478c4559160022d3f14e,UNKNOWN,0,0,0,300,16,4,11
c571bd52d56c393e52b38a593da5950f,cama_mesa_banho,54,223,1,550,16,10,16
10876ffa7227a74d878729d3f6bea35d,pet_shop,46,474,10,2500,45,15,28
1cc8eab3e8021aa2f19391441692c477,fashion_calcados,54,404,4,1500,35,12,20
7cabdd3cd47d37e33d2c6eabff08c1a6,informatica_acessorios,31,1078,2,150,39,2,30
ecf23a6c1689e2bed38171ececac6138,utilidades_domesticas,56,1688,4,1700,17,17,16
3c2e0c7185b8cb4c6172f7ad5e8f3075,beleza_saude,40,733,1,400,16,19,15
d220fdef3dfe133c5a725ee59ce99595,automotivo,59,1149,5,1300,20,4,13
ca84f66aece31f9e2298a1b53d9f39ee,beleza_saude,59,526,4,200,23,11,19
ae81ec7bba7a30b0b609ecc9513699d4,moveis_decoracao,33,510,4,700,22,12,15
ba7e06201e60d29279c7f11d689792bb,relogios_presentes,39,587,2,325,18,13,16
a9e010c9e4e10e358d3baf52bb920893,fraldas_higiene,36,259,1,550,20,16,16
060965aa6dfa817b80abda0c9413cc77,cama_mesa_banho,59,3863,5,22250,85,23,68
b952d6773e9a3a9b86c9faded9ec3c86,informatica_acessorios,41,713,1,150,39,9,11
738121d1a5b54545080cef01275446d8,beleza_saude,24,1932,1,400,25,25,25
68a61f99e823ef8b90bebd0161b95a0c,automotivo,53,1311,3,400,16,7,11
f05159152e8d116081d78d5d1f11b062,beleza_saude,55,550,1,200,16,25,15
f95d9369ebf76f811194c72bd22ff244,moveis_decoracao,60,1152,3,3700,65,11,45
e16c02dd52598b26d3402ef8ca15448d,fashion_bolsas_e_acessorios,42,819,1,100,16,14,14
5e515438a7eb90b6f35a1d0157a6310b,informatica_acessorios,39,1009,1,200,31,13,11
12f54c9922a614df9d112a6d7537bb9d,telefonia,55,592,1,275,18,4,12
8fadf68a98d539874e3365004f8bb2e7,papelaria,60,315,3,6100,38,30,28
367dd13835e78ce371a3e7ed449a1d26,utilidades_domesticas,58,702,3,350,30,11,11
624b5655a9d76b5a0e7d780dc4733887,telefonia,53,264,2,200,19,4,11
75a9a2b97bddd22ba8b6fdd4b042da42,beleza_saude,57,2897,1,1200,35,10,35
14e9b59d37c1571b980c02e237a5d395,ferramentas_jardim,60,3920,3,6800,50,40,50
833cc08f39d51d324d7c702707535e4f,automotivo,52,666,2,17400,65,25,25
0c9452f6a812935c0615faee8bf8646b,moveis_escritorio,58,1104,1,10050,100,45,20
49659dedf501090b249d0b09ca7faaf7,moveis_decoracao,58,1969,2,3000,69,11,11
72b4b2eaeeba10703a63a5f639315366,automotivo,59,893,3,1800,30,30,30
1b7e8de633927dc83ae6d84f54f9cc1e,beleza_saude,35,472,1,358,17,16,14
6bae58cc7b604c823271ecb0f82de699,fashion_bolsas_e_acessorios,57,314,1,1000,60,40,60
bbe7651fef80287a816ead73f065fc4b,esporte_lazer,32,280,2,2700,60,15,15
48282b524c93e69ec5653481e2b8a237,fashion_bolsas_e_acessorios,38,828,1,100,16,5,16
aa8e397582b49721494b929b3216b41f,esporte_lazer,47,1199,3,200,30,5,16
a4f46aac5fc5e88c9701aa860c2a957c,fashion_bolsas_e_acessorios,33,365,4,800,30,20,25
d81cbbaeb38bdc56879d408d7f607b0e,telefonia,53,2384,1,600,22,23,21
2391e872fbc176a9378c25b0e5ed4b2f,esporte_lazer,53,54,2,250,25,25,20
4027c03e4b0afe1963877d2d164f880b,perfumaria,51,538,1,500,23,8,15
34282a40b7d2b7aae8762762cb6ebcad,moveis_sala,37,313,2,4350,58,16,53
3a22eb30c7bdd30bf0a4729ed8614d82,esporte_lazer,43,289,1,1199,25,23,22
0a3d0e8c9d5c6e92b034ab390cda4a48,esporte_lazer,58,976,1,750,30,30,30
adcadcaea9138b1888d211693ee2421a,malas_acessorios,50,390,3,200,16,6,12
35c4bd936587a3b496e5f865b551de1a,utilidades_domesticas,56,740,1,1850,30,30,30
7b5d9a68d3738077e0100d0528dd707d,moveis_decoracao,52,832,1,1000,20,35,20
66e0e2eae7c7ea6eae5a004c80a22bc2,relogios_presentes,35,606,3,700,23,15,19
e4b2809914acb98470a12e7dbbb73a5d,esporte_lazer,43,322,1,150,16,11,11
8b8422bfeaebcd02e897666185ca2c2c,cama_mesa_banho,56,92,1,400,28,13,12
59acb82068f537c60568a06ca341397f,informatica_acessorios,29,501,1,600,18,9,16
6e2d41323c4b6d240b530b9e68e83de1,relogios_presentes,55,626,1,400,23,15,19
2d4d78eecba060a7127c5f6a21cdb0c7,brinquedos,28,137,1,2444,45,22,41
d787de6a880320609e500adbb90fb9c7,telefonia,52,610,1,250,18,4,12
ace151a1240f7d1645965f9a9ea6c7e0,beleza_saude,34,2243,5,950,43,9,23
cfbf1eb673c7eba9e2f58d9375e902b1,fashion_roupa_feminina,29,509,2,700,20,12,20
b5a4e805e99d591325383971318613cd,construcao_ferramentas_construcao,56,484,1,150,20,4,20
e8d6e49fb0a39cfd4ebcdb977ebb82c4,construcao_ferramentas_seguranca,49,312,1,600,16,10,13
108fc05afc7b739e4a355e2bfa12bdc2,bebes,58,1149,2,500,30,10,30
90c6f8e7eb269e93626beb64379a8df9,moveis_decoracao,26,3454,1,1400,53,8,11
24ed44cfdb667b989166a0a60ca9f9bd,esporte_lazer,51,155,2,50,16,4,11
5636b7f13454e8499fa797687f2f6038,informatica_acessorios,43,726,3,150,16,12,15
f9982e3da18bb4f67e0fa0fcca27b8d4,consoles_games,45,1338,1,600,18,12,18
003a31970fea14fffe92ac856b8a9b97,casa_construcao,55,900,4,1850,45,12,45
84f456958365164420cfc80fbe4c7fab,cama_mesa_banho,55,312,1,1550,44,14,34
1f15aad258a1559be6c62fe1a774daa7,pet_shop,43,259,3,700,20,20,20
01bacce2c74317ed2524bcaabae2e9d4,utilidades_domesticas,40,196,2,1000,38,39,38
1de98461015ec4932a0459c5772f7b1f,papelaria,53,197,3,650,23,7,15
691068f9993552f6ba5a12e4b379b4a0,beleza_saude,57,463,1,375,16,15,14
cff0f92f00bc55eda3414e941101ccb9,construcao_ferramentas_construcao,55,174,6,10200,44,15,33
2ceff09b2c03503b6dfe7b076c6f0c1e,beleza_saude,45,2208,2,150,16,6,11
84952f1f00709e71d58587cb34163e26,eletrodomesticos_2,55,930,4,2300,30,24,30
045bb60690dbae4f06160b45556463a1,utilidades_domesticas,35,116,1,1200,80,16,16
a5b601f57c1fe288e77100429a1f1b7a,automotivo,50,3424,5,200,16,5,16
7f61bd19ec09e7fe8a9fa226b516e6cd,telefonia_fixa,51,537,1,850,43,30,33
725f8d2c0ae782803f3a364b9d2f6f24,moveis_decoracao,42,444,1,4300,35,15,30
